route,resolution,family,group,name,jp,ko,aliases,state,state_variant,component_index,artwork_rect,artwork_size,artwork_bc_block_rect,processing_rect,processing_size,atlas_clip_rect,boundary_clipped,bc_block_rect,bc_pixel_rect,rect_provenance
common_low,low,standard,17,warrior,武将,무장,[],1,,102,"[2886,445,3066,524]","[180,79]","[721,111,767,131]","[2880,440,3072,528]","[192,88]","[2880,440,3072,528]",False,"[720,110,768,132]","[2880,440,3072,528]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,17,warrior,武将,무장,[],2,,103,"[3078,445,3258,524]","[180,79]","[769,111,815,131]","[3072,440,3264,528]","[192,88]","[3072,440,3264,528]",False,"[768,110,816,132]","[3072,440,3264,528]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,17,warrior,武将,무장,[],3,,104,"[3270,445,3450,524]","[180,79]","[817,111,863,131]","[3264,440,3456,528]","[192,88]","[3264,440,3456,528]",False,"[816,110,864,132]","[3264,440,3456,528]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,17,warrior,武将,무장,[],4,,105,"[3462,445,3642,524]","[180,79]","[865,111,911,131]","[3456,440,3648,528]","[192,88]","[3456,440,3648,528]",False,"[864,110,912,132]","[3456,440,3648,528]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,17,warrior,武将,무장,[],5,,106,"[3654,445,3834,524]","[180,79]","[913,111,959,131]","[3648,440,3840,528]","[192,88]","[3648,440,3840,528]",False,"[912,110,960,132]","[3648,440,3840,528]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,17,warrior,武将,무장,[],6,,107,"[3846,445,4026,524]","[180,79]","[961,111,1007,131]","[3840,440,4032,528]","[192,88]","[3840,440,4032,528]",False,"[960,110,1008,132]","[3840,440,4032,528]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,18,yes,はい,예,[],1,,117,"[1734,525,1914,604]","[180,79]","[433,131,479,151]","[1728,520,1920,608]","[192,88]","[1728,520,1920,608]",False,"[432,130,480,152]","[1728,520,1920,608]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,18,yes,はい,예,[],2,,110,"[390,529,570,608]","[180,79]","[97,132,143,152]","[384,524,576,612]","[192,88]","[384,524,576,612]",False,"[96,131,144,153]","[384,524,576,612]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,18,yes,はい,예,[],3,,119,"[2118,525,2298,604]","[180,79]","[529,131,575,151]","[2112,520,2304,608]","[192,88]","[2112,520,2304,608]",False,"[528,130,576,152]","[2112,520,2304,608]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,18,yes,はい,예,[],4,,109,"[198,529,378,608]","[180,79]","[49,132,95,152]","[192,524,384,612]","[192,88]","[192,524,384,612]",False,"[48,131,96,153]","[192,524,384,612]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,18,yes,はい,예,[],5,,118,"[1926,525,2106,604]","[180,79]","[481,131,527,151]","[1920,520,2112,608]","[192,88]","[1920,520,2112,608]",False,"[480,130,528,152]","[1920,520,2112,608]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,18,yes,はい,예,[],6,,111,"[582,529,762,608]","[180,79]","[145,132,191,152]","[576,524,768,612]","[192,88]","[576,524,768,612]",False,"[144,131,192,153]","[576,524,768,612]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,19,next,次へ,다음,[],1,,112,"[774,529,954,608]","[180,79]","[193,132,239,152]","[768,524,960,612]","[192,88]","[768,524,960,612]",False,"[192,131,240,153]","[768,524,960,612]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,19,next,次へ,다음,[],2,,113,"[966,529,1146,608]","[180,79]","[241,132,287,152]","[960,524,1152,612]","[192,88]","[960,524,1152,612]",False,"[240,131,288,153]","[960,524,1152,612]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,19,next,次へ,다음,[],3,,114,"[1158,529,1338,608]","[180,79]","[289,132,335,152]","[1152,524,1344,612]","[192,88]","[1152,524,1344,612]",False,"[288,131,336,153]","[1152,524,1344,612]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,19,next,次へ,다음,[],4,,108,"[6,533,186,612]","[180,79]","[1,133,47,153]","[0,528,192,616]","[192,88]","[0,528,192,616]",False,"[0,132,48,154]","[0,528,192,616]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,19,next,次へ,다음,[],5,,116,"[1542,529,1722,608]","[180,79]","[385,132,431,152]","[1536,524,1728,612]","[192,88]","[1536,524,1728,612]",False,"[384,131,432,153]","[1536,524,1728,612]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,19,next,次へ,다음,[],6,,115,"[1350,529,1530,608]","[180,79]","[337,132,383,152]","[1344,524,1536,612]","[192,88]","[1344,524,1536,612]",False,"[336,131,384,153]","[1344,524,1536,612]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,battle_start,0,battle_start,開戦,개전,[],1,,0,"[7,6,259,80]","[252,74]","[1,1,65,20]","[1,-1,265,87]","[264,88]","[1,0,265,87]",True,"[0,0,67,22]","[0,0,268,88]",detected_stock_alpha_component_in_left_to_right_state_order
common_low,low,battle_start,0,battle_start,開戦,개전,[],2,,1,"[273,5,519,77]","[246,72]","[68,1,130,20]","[264,-3,528,85]","[264,88]","[264,0,528,85]",True,"[66,0,132,22]","[264,0,528,88]",detected_stock_alpha_component_in_left_to_right_state_order
common_low,low,battle_start,0,battle_start,開戦,개전,[],3,,2,"[537,5,783,77]","[246,72]","[134,1,196,20]","[528,-3,792,85]","[264,88]","[528,0,792,85]",True,"[132,0,198,22]","[528,0,792,88]",detected_stock_alpha_component_in_left_to_right_state_order
common_low,low,battle_start,0,battle_start,開戦,개전,[],4,,3,"[801,5,1047,77]","[246,72]","[200,1,262,20]","[792,-3,1056,85]","[264,88]","[792,0,1056,85]",True,"[198,0,264,22]","[792,0,1056,88]",detected_stock_alpha_component_in_left_to_right_state_order
common_low,low,battle_start,0,battle_start,開戦,개전,[],5,,4,"[1065,5,1311,77]","[246,72]","[266,1,328,20]","[1056,-3,1320,85]","[264,88]","[1056,0,1320,85]",True,"[264,0,330,22]","[1056,0,1320,88]",detected_stock_alpha_component_in_left_to_right_state_order
common_low,low,battle_start,0,battle_start,開戦,개전,[],6,,5,"[1329,5,1575,77]","[246,72]","[332,1,394,20]","[1320,-3,1584,85]","[264,88]","[1320,0,1584,85]",True,"[330,0,396,22]","[1320,0,1584,88]",detected_stock_alpha_component_in_left_to_right_state_order
common_low,low,battle_start,0,battle_start,開戦,개전,[],7,,6,"[1593,5,1839,77]","[246,72]","[398,1,460,20]","[1584,-3,1848,85]","[264,88]","[1584,0,1848,85]",True,"[396,0,462,22]","[1584,0,1848,88]",detected_stock_alpha_component_in_left_to_right_state_order
common_high_standard,high,standard,0,approve,承認,승인,[],1,,0,"[1256,6,1616,164]","[360,158]","[314,1,404,41]","[1248,1,1624,169]","[376,168]","[1248,1,1624,169]",False,"[312,0,406,43]","[1248,0,1624,172]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,0,approve,承認,승인,[],2,,1,"[1632,6,1992,164]","[360,158]","[408,1,498,41]","[1624,1,2000,169]","[376,168]","[1624,1,2000,169]",False,"[406,0,500,43]","[1624,0,2000,172]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,0,approve,承認,승인,[],3,,2,"[2008,6,2368,164]","[360,158]","[502,1,592,41]","[2000,1,2376,169]","[376,168]","[2000,1,2376,169]",False,"[500,0,594,43]","[2000,0,2376,172]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,0,approve,承認,승인,[],4,,3,"[2384,6,2744,164]","[360,158]","[596,1,686,41]","[2376,1,2752,169]","[376,168]","[2376,1,2752,169]",False,"[594,0,688,43]","[2376,0,2752,172]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,0,approve,承認,승인,[],5,,4,"[2760,6,3120,164]","[360,158]","[690,1,780,41]","[2752,1,3128,169]","[376,168]","[2752,1,3128,169]",False,"[688,0,782,43]","[2752,0,3128,172]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,0,approve,承認,승인,[],6,,5,"[3136,6,3496,164]","[360,158]","[784,1,874,41]","[3128,1,3504,169]","[376,168]","[3128,1,3504,169]",False,"[782,0,876,43]","[3128,0,3504,172]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,1,stop,中止,중지,[],1,,6,"[3512,6,3872,164]","[360,158]","[878,1,968,41]","[3504,1,3880,169]","[376,168]","[3504,1,3880,169]",False,"[876,0,970,43]","[3504,0,3880,172]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,1,stop,中止,중지,[],2,,7,"[1256,174,1616,332]","[360,158]","[314,43,404,83]","[1248,169,1624,337]","[376,168]","[1248,169,1624,337]",False,"[312,42,406,85]","[1248,168,1624,340]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,1,stop,中止,중지,[],3,,8,"[1632,174,1992,332]","[360,158]","[408,43,498,83]","[1624,169,2000,337]","[376,168]","[1624,169,2000,337]",False,"[406,42,500,85]","[1624,168,2000,340]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,1,stop,中止,중지,[],4,,9,"[2008,174,2368,332]","[360,158]","[502,43,592,83]","[2000,169,2376,337]","[376,168]","[2000,169,2376,337]",False,"[500,42,594,85]","[2000,168,2376,340]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,1,stop,中止,중지,[],5,,10,"[2384,174,2744,332]","[360,158]","[596,43,686,83]","[2376,169,2752,337]","[376,168]","[2376,169,2752,337]",False,"[594,42,688,85]","[2376,168,2752,340]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,1,stop,中止,중지,[],6,,11,"[2760,174,3120,332]","[360,158]","[690,43,780,83]","[2752,169,3128,337]","[376,168]","[2752,169,3128,337]",False,"[688,42,782,85]","[2752,168,3128,340]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,2,close,閉じる,닫기,[],1,,12,"[3136,174,3496,332]","[360,158]","[784,43,874,83]","[3128,169,3504,337]","[376,168]","[3128,169,3504,337]",False,"[782,42,876,85]","[3128,168,3504,340]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,2,close,閉じる,닫기,[],2,,13,"[3512,174,3872,332]","[360,158]","[878,43,968,83]","[3504,169,3880,337]","[376,168]","[3504,169,3880,337]",False,"[876,42,970,85]","[3504,168,3880,340]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,2,close,閉じる,닫기,[],3,,14,"[8,334,368,492]","[360,158]","[2,83,92,123]","[0,329,376,497]","[376,168]","[0,329,376,497]",False,"[0,82,94,125]","[0,328,376,500]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,2,close,閉じる,닫기,[],4,,15,"[384,334,744,492]","[360,158]","[96,83,186,123]","[376,329,752,497]","[376,168]","[376,329,752,497]",False,"[94,82,188,125]","[376,328,752,500]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,2,close,閉じる,닫기,[],5,,16,"[760,334,1120,492]","[360,158]","[190,83,280,123]","[752,329,1128,497]","[376,168]","[752,329,1128,497]",False,"[188,82,282,125]","[752,328,1128,500]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,2,close,閉じる,닫기,[],6,,17,"[1136,342,1496,500]","[360,158]","[284,85,374,125]","[1128,337,1504,505]","[376,168]","[1128,337,1504,505]",False,"[282,84,376,127]","[1128,336,1504,508]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,3,deny,否認,부인,[],1,,18,"[1512,342,1872,500]","[360,158]","[378,85,468,125]","[1504,337,1880,505]","[376,168]","[1504,337,1880,505]",False,"[376,84,470,127]","[1504,336,1880,508]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,3,deny,否認,부인,[],2,,19,"[1888,342,2248,500]","[360,158]","[472,85,562,125]","[1880,337,2256,505]","[376,168]","[1880,337,2256,505]",False,"[470,84,564,127]","[1880,336,2256,508]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,3,deny,否認,부인,[],3,,20,"[2264,342,2624,500]","[360,158]","[566,85,656,125]","[2256,337,2632,505]","[376,168]","[2256,337,2632,505]",False,"[564,84,658,127]","[2256,336,2632,508]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,3,deny,否認,부인,[],4,,21,"[2640,342,3000,500]","[360,158]","[660,85,750,125]","[2632,337,3008,505]","[376,168]","[2632,337,3008,505]",False,"[658,84,752,127]","[2632,336,3008,508]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,3,deny,否認,부인,[],5,,22,"[3016,342,3376,500]","[360,158]","[754,85,844,125]","[3008,337,3384,505]","[376,168]","[3008,337,3384,505]",False,"[752,84,846,127]","[3008,336,3384,508]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,3,deny,否認,부인,[],6,,23,"[3392,342,3752,500]","[360,158]","[848,85,938,125]","[3384,337,3760,505]","[376,168]","[3384,337,3760,505]",False,"[846,84,940,127]","[3384,336,3760,508]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,4,release_all,全解放,전부해방,[],1,,24,"[8,502,368,660]","[360,158]","[2,125,92,165]","[0,497,376,665]","[376,168]","[0,497,376,665]",False,"[0,124,94,167]","[0,496,376,668]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,4,release_all,全解放,전부해방,[],2,,25,"[384,502,744,660]","[360,158]","[96,125,186,165]","[376,497,752,665]","[376,168]","[376,497,752,665]",False,"[94,124,188,167]","[376,496,752,668]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,4,release_all,全解放,전부해방,[],3,,26,"[760,502,1120,660]","[360,158]","[190,125,280,165]","[752,497,1128,665]","[376,168]","[752,497,1128,665]",False,"[188,124,282,167]","[752,496,1128,668]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,4,release_all,全解放,전부해방,[],4,,27,"[1136,510,1496,668]","[360,158]","[284,127,374,167]","[1128,505,1504,673]","[376,168]","[1128,505,1504,673]",False,"[282,126,376,169]","[1128,504,1504,676]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,4,release_all,全解放,전부해방,[],5,,28,"[1512,510,1872,668]","[360,158]","[378,127,468,167]","[1504,505,1880,673]","[376,168]","[1504,505,1880,673]",False,"[376,126,470,169]","[1504,504,1880,676]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,4,release_all,全解放,전부해방,[],6,,29,"[1888,510,2248,668]","[360,158]","[472,127,562,167]","[1880,505,2256,673]","[376,168]","[1880,505,2256,673]",False,"[470,126,564,169]","[1880,504,2256,676]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,5,confirm,決定,결정,[],1,,30,"[2264,510,2624,668]","[360,158]","[566,127,656,167]","[2256,505,2632,673]","[376,168]","[2256,505,2632,673]",False,"[564,126,658,169]","[2256,504,2632,676]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,5,confirm,決定,결정,[],2,,31,"[2640,510,3000,668]","[360,158]","[660,127,750,167]","[2632,505,3008,673]","[376,168]","[2632,505,3008,673]",False,"[658,126,752,169]","[2632,504,3008,676]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,5,confirm,決定,결정,[],3,,32,"[3016,510,3376,668]","[360,158]","[754,127,844,167]","[3008,505,3384,673]","[376,168]","[3008,505,3384,673]",False,"[752,126,846,169]","[3008,504,3384,676]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,5,confirm,決定,결정,[],4,,33,"[3392,510,3752,668]","[360,158]","[848,127,938,167]","[3384,505,3760,673]","[376,168]","[3384,505,3760,673]",False,"[846,126,940,169]","[3384,504,3760,676]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,5,confirm,決定,결정,[],5,,34,"[8,670,368,828]","[360,158]","[2,167,92,207]","[0,665,376,833]","[376,168]","[0,665,376,833]",False,"[0,166,94,209]","[0,664,376,836]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,5,confirm,決定,결정,[],6,,35,"[384,670,744,828]","[360,158]","[96,167,186,207]","[376,665,752,833]","[376,168]","[376,665,752,833]",False,"[94,166,188,209]","[376,664,752,836]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,6,reject,拒否,거절,"[""거부""]",1,,36,"[760,670,1120,828]","[360,158]","[190,167,280,207]","[752,665,1128,833]","[376,168]","[752,665,1128,833]",False,"[188,166,282,209]","[752,664,1128,836]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,6,reject,拒否,거절,"[""거부""]",2,,37,"[1136,678,1496,836]","[360,158]","[284,169,374,209]","[1128,673,1504,841]","[376,168]","[1128,673,1504,841]",False,"[282,168,376,211]","[1128,672,1504,844]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,6,reject,拒否,거절,"[""거부""]",3,,38,"[1512,678,1872,836]","[360,158]","[378,169,468,209]","[1504,673,1880,841]","[376,168]","[1504,673,1880,841]",False,"[376,168,470,211]","[1504,672,1880,844]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,6,reject,拒否,거절,"[""거부""]",4,,39,"[1888,678,2248,836]","[360,158]","[472,169,562,209]","[1880,673,2256,841]","[376,168]","[1880,673,2256,841]",False,"[470,168,564,211]","[1880,672,2256,844]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,6,reject,拒否,거절,"[""거부""]",5,,40,"[2264,678,2624,836]","[360,158]","[566,169,656,209]","[2256,673,2632,841]","[376,168]","[2256,673,2632,841]",False,"[564,168,658,211]","[2256,672,2632,844]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,6,reject,拒否,거절,"[""거부""]",6,,41,"[2640,678,3000,836]","[360,158]","[660,169,750,209]","[2632,673,3008,841]","[376,168]","[2632,673,3008,841]",False,"[658,168,752,211]","[2632,672,3008,844]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,7,back,戻る,뒤로,[],1,,42,"[3016,678,3376,836]","[360,158]","[754,169,844,209]","[3008,673,3384,841]","[376,168]","[3008,673,3384,841]",False,"[752,168,846,211]","[3008,672,3384,844]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,7,back,戻る,뒤로,[],2,,43,"[3392,678,3752,836]","[360,158]","[848,169,938,209]","[3384,673,3760,841]","[376,168]","[3384,673,3760,841]",False,"[846,168,940,211]","[3384,672,3760,844]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,7,back,戻る,뒤로,[],3,,44,"[8,838,368,996]","[360,158]","[2,209,92,249]","[0,833,376,1001]","[376,168]","[0,833,376,1001]",False,"[0,208,94,251]","[0,832,376,1004]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,7,back,戻る,뒤로,[],4,,45,"[384,838,744,996]","[360,158]","[96,209,186,249]","[376,833,752,1001]","[376,168]","[376,833,752,1001]",False,"[94,208,188,251]","[376,832,752,1004]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,7,back,戻る,뒤로,[],5,,46,"[760,838,1120,996]","[360,158]","[190,209,280,249]","[752,833,1128,1001]","[376,168]","[752,833,1128,1001]",False,"[188,208,282,251]","[752,832,1128,1004]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,7,back,戻る,뒤로,[],6,,47,"[1136,846,1496,1004]","[360,158]","[284,211,374,251]","[1128,841,1504,1009]","[376,168]","[1128,841,1504,1009]",False,"[282,210,376,253]","[1128,840,1504,1012]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,8,no,いいえ,아니오,[],1,,48,"[1512,846,1872,1004]","[360,158]","[378,211,468,251]","[1504,841,1880,1009]","[376,168]","[1504,841,1880,1009]",False,"[376,210,470,253]","[1504,840,1880,1012]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,8,no,いいえ,아니오,[],2,,49,"[1888,846,2248,1004]","[360,158]","[472,211,562,251]","[1880,841,2256,1009]","[376,168]","[1880,841,2256,1009]",False,"[470,210,564,253]","[1880,840,2256,1012]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,8,no,いいえ,아니오,[],3,,50,"[2264,846,2624,1004]","[360,158]","[566,211,656,251]","[2256,841,2632,1009]","[376,168]","[2256,841,2632,1009]",False,"[564,210,658,253]","[2256,840,2632,1012]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,8,no,いいえ,아니오,[],4,,51,"[2640,846,3000,1004]","[360,158]","[660,211,750,251]","[2632,841,3008,1009]","[376,168]","[2632,841,3008,1009]",False,"[658,210,752,253]","[2632,840,3008,1012]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,8,no,いいえ,아니오,[],5,,52,"[3016,846,3376,1004]","[360,158]","[754,211,844,251]","[3008,841,3384,1009]","[376,168]","[3008,841,3384,1009]",False,"[752,210,846,253]","[3008,840,3384,1012]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,8,no,いいえ,아니오,[],6,,53,"[3392,846,3752,1004]","[360,158]","[848,211,938,251]","[3384,841,3760,1009]","[376,168]","[3384,841,3760,1009]",False,"[846,210,940,253]","[3384,840,3760,1012]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,9,hime,姫,공주,"[""희""]",1,,54,"[8,1006,368,1164]","[360,158]","[2,251,92,291]","[0,1001,376,1169]","[376,168]","[0,1001,376,1169]",False,"[0,250,94,293]","[0,1000,376,1172]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,9,hime,姫,공주,"[""희""]",2,,55,"[384,1006,744,1164]","[360,158]","[96,251,186,291]","[376,1001,752,1169]","[376,168]","[376,1001,752,1169]",False,"[94,250,188,293]","[376,1000,752,1172]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,9,hime,姫,공주,"[""희""]",3,,56,"[760,1006,1120,1164]","[360,158]","[190,251,280,291]","[752,1001,1128,1169]","[376,168]","[752,1001,1128,1169]",False,"[188,250,282,293]","[752,1000,1128,1172]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,9,hime,姫,공주,"[""희""]",4,,57,"[1136,1014,1496,1172]","[360,158]","[284,253,374,293]","[1128,1009,1504,1177]","[376,168]","[1128,1009,1504,1177]",False,"[282,252,376,295]","[1128,1008,1504,1180]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,9,hime,姫,공주,"[""희""]",5,,58,"[1512,1014,1872,1172]","[360,158]","[378,253,468,293]","[1504,1009,1880,1177]","[376,168]","[1504,1009,1880,1177]",False,"[376,252,470,295]","[1504,1008,1880,1180]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,9,hime,姫,공주,"[""희""]",6,,59,"[1888,1014,2248,1172]","[360,158]","[472,253,562,293]","[1880,1009,2256,1177]","[376,168]","[1880,1009,2256,1177]",False,"[470,252,564,295]","[1880,1008,2256,1180]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,10,command,采配する,지휘,[],1,,60,"[2264,1014,2624,1172]","[360,158]","[566,253,656,293]","[2256,1009,2632,1177]","[376,168]","[2256,1009,2632,1177]",False,"[564,252,658,295]","[2256,1008,2632,1180]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,10,command,采配する,지휘,[],2,,61,"[2640,1014,3000,1172]","[360,158]","[660,253,750,293]","[2632,1009,3008,1177]","[376,168]","[2632,1009,3008,1177]",False,"[658,252,752,295]","[2632,1008,3008,1180]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,10,command,采配する,지휘,[],3,,62,"[3016,1014,3376,1172]","[360,158]","[754,253,844,293]","[3008,1009,3384,1177]","[376,168]","[3008,1009,3384,1177]",False,"[752,252,846,295]","[3008,1008,3384,1180]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,10,command,采配する,지휘,[],4,,63,"[3392,1014,3752,1172]","[360,158]","[848,253,938,293]","[3384,1009,3760,1177]","[376,168]","[3384,1009,3760,1177]",False,"[846,252,940,295]","[3384,1008,3760,1180]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,10,command,采配する,지휘,[],5,,64,"[8,1174,368,1332]","[360,158]","[2,293,92,333]","[0,1169,376,1337]","[376,168]","[0,1169,376,1337]",False,"[0,292,94,335]","[0,1168,376,1340]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,10,command,采配する,지휘,[],6,,65,"[384,1174,744,1332]","[360,158]","[96,293,186,333]","[376,1169,752,1337]","[376,168]","[376,1169,752,1337]",False,"[94,292,188,335]","[376,1168,752,1340]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,11,renegotiate,再交渉,재교섭,[],1,,66,"[760,1174,1120,1332]","[360,158]","[190,293,280,333]","[752,1169,1128,1337]","[376,168]","[752,1169,1128,1337]",False,"[188,292,282,335]","[752,1168,1128,1340]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,11,renegotiate,再交渉,재교섭,[],2,,67,"[1136,1182,1496,1340]","[360,158]","[284,295,374,335]","[1128,1177,1504,1345]","[376,168]","[1128,1177,1504,1345]",False,"[282,294,376,337]","[1128,1176,1504,1348]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,11,renegotiate,再交渉,재교섭,[],3,,68,"[1512,1182,1872,1340]","[360,158]","[378,295,468,335]","[1504,1177,1880,1345]","[376,168]","[1504,1177,1880,1345]",False,"[376,294,470,337]","[1504,1176,1880,1348]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,11,renegotiate,再交渉,재교섭,[],4,,69,"[1888,1182,2248,1340]","[360,158]","[472,295,562,335]","[1880,1177,2256,1345]","[376,168]","[1880,1177,2256,1345]",False,"[470,294,564,337]","[1880,1176,2256,1348]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,11,renegotiate,再交渉,재교섭,[],5,,70,"[2264,1182,2624,1340]","[360,158]","[566,295,656,335]","[2256,1177,2632,1345]","[376,168]","[2256,1177,2632,1345]",False,"[564,294,658,337]","[2256,1176,2632,1348]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,11,renegotiate,再交渉,재교섭,[],6,,71,"[2640,1182,3000,1340]","[360,158]","[660,295,750,335]","[2632,1177,3008,1345]","[376,168]","[2632,1177,3008,1345]",False,"[658,294,752,337]","[2632,1176,3008,1348]",detected_stock_alpha_component_in_verified_six_state_pack_order
common_high_standard,high,standard,12,accept,承諾,수락,"[""승낙""]",1,,72,"[3016,1182,3376,1340]","[360,158]","[754,295,844,335]","[3008,1177,3384,1345]","[376,168]","[3008,1177,3384,1345]",False,"[752,294,846,337]","[3008,1176,3384,1348]",detected_stock_alpha_component_in_verified_six_state_pack_order
