route,edition,resolution,scale,family,group,name,jp,ko,state,metadata_record,source_component,target_component,target_over_source_width,target_over_source_height,component_center_shift,full_sprite_deviation,full_sprite_outlier_5pct,body_proxy_source_size,body_proxy_target_size,body_proxy_target_over_source_width,body_proxy_target_over_source_height,body_proxy_deviation,body_proxy_outlier_5pct,label_proxy_source_size,label_proxy_target_size,label_proxy_target_over_source_width,label_proxy_target_over_source_height,label_proxy_deviation,label_proxy_outlier_10pct
base_low,base,low,1,base_detail,28,summon,呼寄,호출,6,191,"{""bbox"":[9,9,91,93],""size"":[82,84],""center"":[50.0,51.0],""pixels"":5272,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[9,9,91,66],""label_band_proxy_bbox"":[11,66,89,93]}","{""bbox"":[21,20,82,84],""size"":[61,64],""center"":[51.5,52.0],""pixels"":2744,""component_count"":5,""label_band_start_y"":66,""body_band_proxy_bbox"":[21,20,82,66],""label_band_proxy_bbox"":[28,66,76,84]}",0.743902,0.761905,"[1.5,1.0]",0.256098,True,"[82,57]","[61,46]",0.743902,0.807018,0.256098,True,"[78,27]","[48,18]",0.615385,0.666667,0.384615,True
base_low,base,low,1,base_detail,29,castle_town_facility,城下施設,성하시설,1,192,"{""bbox"":[4,9,97,93],""size"":[93,84],""center"":[50.5,51.0],""pixels"":6023,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[6,9,93,66],""label_band_proxy_bbox"":[4,66,97,93]}","{""bbox"":[13,10,85,87],""size"":[72,77],""center"":[49.0,48.5],""pixels"":4483,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[13,10,85,66],""label_band_proxy_bbox"":[13,66,85,87]}",0.774194,0.916667,"[-1.5,-2.5]",0.225806,True,"[87,57]","[72,56]",0.827586,0.982456,0.172414,True,"[93,27]","[72,21]",0.774194,0.777778,0.225806,True
base_low,base,low,1,base_detail,29,castle_town_facility,城下施設,성하시설,2,193,"{""bbox"":[4,9,97,93],""size"":[93,84],""center"":[50.5,51.0],""pixels"":6023,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[6,9,93,66],""label_band_proxy_bbox"":[4,66,97,93]}","{""bbox"":[13,10,87,87],""size"":[74,77],""center"":[50.0,48.5],""pixels"":4555,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[14,10,87,66],""label_band_proxy_bbox"":[13,66,87,87]}",0.795699,0.916667,"[-0.5,-2.5]",0.204301,True,"[87,57]","[73,56]",0.83908,0.982456,0.16092,True,"[93,27]","[74,21]",0.795699,0.777778,0.222222,True
base_low,base,low,1,base_detail,29,castle_town_facility,城下施設,성하시설,3,194,"{""bbox"":[4,9,97,93],""size"":[93,84],""center"":[50.5,51.0],""pixels"":6025,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[6,9,93,66],""label_band_proxy_bbox"":[4,66,97,93]}","{""bbox"":[12,10,86,88],""size"":[74,78],""center"":[49.0,49.0],""pixels"":4572,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[13,10,86,66],""label_band_proxy_bbox"":[12,66,86,88]}",0.795699,0.928571,"[-1.5,-2.0]",0.204301,True,"[87,57]","[73,56]",0.83908,0.982456,0.16092,True,"[93,27]","[74,22]",0.795699,0.814815,0.204301,True
base_low,base,low,1,base_detail,29,castle_town_facility,城下施設,성하시설,4,195,"{""bbox"":[4,9,97,93],""size"":[93,84],""center"":[50.5,51.0],""pixels"":6025,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[6,9,93,66],""label_band_proxy_bbox"":[4,66,97,93]}","{""bbox"":[13,10,86,87],""size"":[73,77],""center"":[49.5,48.5],""pixels"":4485,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[13,10,86,66],""label_band_proxy_bbox"":[13,66,84,87]}",0.784946,0.916667,"[-1.0,-2.5]",0.215054,True,"[87,57]","[73,56]",0.83908,0.982456,0.16092,True,"[93,27]","[71,21]",0.763441,0.777778,0.236559,True
base_low,base,low,1,base_detail,29,castle_town_facility,城下施設,성하시설,5,196,"{""bbox"":[4,9,97,93],""size"":[93,84],""center"":[50.5,51.0],""pixels"":6023,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[6,9,93,66],""label_band_proxy_bbox"":[4,66,97,93]}","{""bbox"":[12,10,86,88],""size"":[74,78],""center"":[49.0,49.0],""pixels"":4576,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[12,10,85,66],""label_band_proxy_bbox"":[12,66,86,88]}",0.795699,0.928571,"[-1.5,-2.0]",0.204301,True,"[87,57]","[73,56]",0.83908,0.982456,0.16092,True,"[93,27]","[74,22]",0.795699,0.814815,0.204301,True
base_low,base,low,1,base_detail,29,castle_town_facility,城下施設,성하시설,6,197,"{""bbox"":[4,9,97,93],""size"":[93,84],""center"":[50.5,51.0],""pixels"":6025,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[6,9,93,66],""label_band_proxy_bbox"":[4,66,97,93]}","{""bbox"":[12,10,85,87],""size"":[73,77],""center"":[48.5,48.5],""pixels"":4508,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[12,10,85,66],""label_band_proxy_bbox"":[13,66,84,87]}",0.784946,0.916667,"[-2.0,-2.5]",0.215054,True,"[87,57]","[73,56]",0.83908,0.982456,0.16092,True,"[93,27]","[71,21]",0.763441,0.777778,0.236559,True
base_low,base,low,1,base_detail,30,main_base,本拠,본거지,1,198,"{""bbox"":[9,9,91,93],""size"":[82,84],""center"":[50.0,51.0],""pixels"":5328,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[9,9,91,66],""label_band_proxy_bbox"":[11,66,89,93]}","{""bbox"":[15,10,86,87],""size"":[71,77],""center"":[50.5,48.5],""pixels"":4007,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[15,10,86,66],""label_band_proxy_bbox"":[20,66,79,87]}",0.865854,0.916667,"[0.5,-2.5]",0.134146,True,"[82,57]","[71,56]",0.865854,0.982456,0.134146,True,"[78,27]","[59,21]",0.75641,0.777778,0.24359,True
base_low,base,low,1,base_detail,30,main_base,本拠,본거지,2,199,"{""bbox"":[9,9,91,93],""size"":[82,84],""center"":[50.0,51.0],""pixels"":5328,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[9,9,91,66],""label_band_proxy_bbox"":[11,66,89,93]}","{""bbox"":[15,10,85,87],""size"":[70,77],""center"":[50.0,48.5],""pixels"":3992,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[15,10,85,66],""label_band_proxy_bbox"":[21,66,78,87]}",0.853659,0.916667,"[0.0,-2.5]",0.146341,True,"[82,57]","[70,56]",0.853659,0.982456,0.146341,True,"[78,27]","[57,21]",0.730769,0.777778,0.269231,True
base_low,base,low,1,base_detail,30,main_base,本拠,본거지,3,200,"{""bbox"":[9,9,91,93],""size"":[82,84],""center"":[50.0,51.0],""pixels"":5330,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[9,9,91,66],""label_band_proxy_bbox"":[11,66,89,93]}","{""bbox"":[15,10,85,87],""size"":[70,77],""center"":[50.0,48.5],""pixels"":4012,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[15,10,85,66],""label_band_proxy_bbox"":[20,66,78,87]}",0.853659,0.916667,"[0.0,-2.5]",0.146341,True,"[82,57]","[70,56]",0.853659,0.982456,0.146341,True,"[78,27]","[58,21]",0.74359,0.777778,0.25641,True
base_low,base,low,1,base_detail,30,main_base,本拠,본거지,4,201,"{""bbox"":[9,9,91,93],""size"":[82,84],""center"":[50.0,51.0],""pixels"":5330,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[9,9,91,66],""label_band_proxy_bbox"":[11,66,89,93]}","{""bbox"":[14,10,85,87],""size"":[71,77],""center"":[49.5,48.5],""pixels"":3940,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[14,10,85,66],""label_band_proxy_bbox"":[20,66,79,87]}",0.865854,0.916667,"[-0.5,-2.5]",0.134146,True,"[82,57]","[71,56]",0.865854,0.982456,0.134146,True,"[78,27]","[59,21]",0.75641,0.777778,0.24359,True
base_low,base,low,1,base_detail,30,main_base,本拠,본거지,5,202,"{""bbox"":[9,9,91,93],""size"":[82,84],""center"":[50.0,51.0],""pixels"":5328,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[9,9,91,66],""label_band_proxy_bbox"":[11,66,89,93]}","{""bbox"":[14,10,85,87],""size"":[71,77],""center"":[49.5,48.5],""pixels"":4017,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[14,10,85,66],""label_band_proxy_bbox"":[22,66,78,87]}",0.865854,0.916667,"[-0.5,-2.5]",0.134146,True,"[82,57]","[71,56]",0.865854,0.982456,0.134146,True,"[78,27]","[56,21]",0.717949,0.777778,0.282051,True
base_low,base,low,1,base_detail,30,main_base,本拠,본거지,6,203,"{""bbox"":[9,9,91,93],""size"":[82,84],""center"":[50.0,51.0],""pixels"":5330,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[9,9,91,66],""label_band_proxy_bbox"":[11,66,89,93]}","{""bbox"":[14,10,85,87],""size"":[71,77],""center"":[49.5,48.5],""pixels"":3961,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[14,10,85,66],""label_band_proxy_bbox"":[20,66,79,87]}",0.865854,0.916667,"[-0.5,-2.5]",0.134146,True,"[82,57]","[71,56]",0.865854,0.982456,0.134146,True,"[78,27]","[59,21]",0.75641,0.777778,0.24359,True
base_low,base,low,1,base_detail,31,bulk_fief,一括知行,일괄지행,1,204,"{""bbox"":[3,9,97,93],""size"":[94,84],""center"":[50.0,51.0],""pixels"":5854,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[9,9,95,66],""label_band_proxy_bbox"":[3,66,97,93]}","{""bbox"":[12,10,89,86],""size"":[77,76],""center"":[50.5,48.0],""pixels"":4575,""component_count"":3,""label_band_start_y"":66,""body_band_proxy_bbox"":[13,10,88,66],""label_band_proxy_bbox"":[12,66,89,86]}",0.819149,0.904762,"[0.5,-3.0]",0.180851,True,"[86,57]","[75,56]",0.872093,0.982456,0.127907,True,"[94,27]","[77,20]",0.819149,0.740741,0.259259,True
base_low,base,low,1,base_detail,31,bulk_fief,一括知行,일괄지행,2,205,"{""bbox"":[3,9,97,93],""size"":[94,84],""center"":[50.0,51.0],""pixels"":5854,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[9,9,95,66],""label_band_proxy_bbox"":[3,66,97,93]}","{""bbox"":[12,10,91,88],""size"":[79,78],""center"":[51.5,49.0],""pixels"":4674,""component_count"":2,""label_band_start_y"":66,""body_band_proxy_bbox"":[14,10,90,66],""label_band_proxy_bbox"":[12,66,91,88]}",0.840426,0.928571,"[1.5,-2.0]",0.159574,True,"[86,57]","[76,56]",0.883721,0.982456,0.116279,True,"[94,27]","[79,22]",0.840426,0.814815,0.185185,True
base_low,base,low,1,base_detail,31,bulk_fief,一括知行,일괄지행,3,206,"{""bbox"":[3,9,97,93],""size"":[94,84],""center"":[50.0,51.0],""pixels"":5856,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[9,9,95,66],""label_band_proxy_bbox"":[3,66,97,93]}","{""bbox"":[12,10,91,88],""size"":[79,78],""center"":[51.5,49.0],""pixels"":4663,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[15,10,91,66],""label_band_proxy_bbox"":[12,66,91,88]}",0.840426,0.928571,"[1.5,-2.0]",0.159574,True,"[86,57]","[76,56]",0.883721,0.982456,0.116279,True,"[94,27]","[79,22]",0.840426,0.814815,0.185185,True
base_low,base,low,1,base_detail,31,bulk_fief,一括知行,일괄지행,4,207,"{""bbox"":[3,9,97,93],""size"":[94,84],""center"":[50.0,51.0],""pixels"":5856,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[9,9,95,66],""label_band_proxy_bbox"":[3,66,97,93]}","{""bbox"":[12,10,89,86],""size"":[77,76],""center"":[50.5,48.0],""pixels"":4533,""component_count"":3,""label_band_start_y"":66,""body_band_proxy_bbox"":[15,10,88,66],""label_band_proxy_bbox"":[12,66,89,86]}",0.819149,0.904762,"[0.5,-3.0]",0.180851,True,"[86,57]","[73,56]",0.848837,0.982456,0.151163,True,"[94,27]","[77,20]",0.819149,0.740741,0.259259,True
base_low,base,low,1,base_detail,31,bulk_fief,一括知行,일괄지행,5,208,"{""bbox"":[3,9,97,93],""size"":[94,84],""center"":[50.0,51.0],""pixels"":5854,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[9,9,95,66],""label_band_proxy_bbox"":[3,66,97,93]}","{""bbox"":[12,10,91,87],""size"":[79,77],""center"":[51.5,48.5],""pixels"":4679,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[14,10,90,66],""label_band_proxy_bbox"":[12,66,91,87]}",0.840426,0.916667,"[1.5,-2.5]",0.159574,True,"[86,57]","[76,56]",0.883721,0.982456,0.116279,True,"[94,27]","[79,21]",0.840426,0.777778,0.222222,True
base_low,base,low,1,base_detail,31,bulk_fief,一括知行,일괄지행,6,209,"{""bbox"":[3,9,97,93],""size"":[94,84],""center"":[50.0,51.0],""pixels"":5856,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[9,9,95,66],""label_band_proxy_bbox"":[3,66,97,93]}","{""bbox"":[13,10,90,86],""size"":[77,76],""center"":[51.5,48.0],""pixels"":4540,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[15,10,89,66],""label_band_proxy_bbox"":[13,66,90,86]}",0.819149,0.904762,"[1.5,-3.0]",0.180851,True,"[86,57]","[74,56]",0.860465,0.982456,0.139535,True,"[94,27]","[77,20]",0.819149,0.740741,0.259259,True
base_low,base,low,1,base_detail,32,faction_info,勢力情報,세력정보,1,210,"{""bbox"":[4,9,96,93],""size"":[92,84],""center"":[50.0,51.0],""pixels"":6044,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[5,9,93,66],""label_band_proxy_bbox"":[4,66,96,93]}","{""bbox"":[9,10,91,87],""size"":[82,77],""center"":[50.0,48.5],""pixels"":4637,""component_count"":2,""label_band_start_y"":66,""body_band_proxy_bbox"":[14,10,88,66],""label_band_proxy_bbox"":[9,66,91,87]}",0.891304,0.916667,"[0.0,-2.5]",0.108696,True,"[88,57]","[74,56]",0.840909,0.982456,0.159091,True,"[92,27]","[82,21]",0.891304,0.777778,0.222222,True
base_low,base,low,1,base_detail,32,faction_info,勢力情報,세력정보,2,211,"{""bbox"":[4,9,96,93],""size"":[92,84],""center"":[50.0,51.0],""pixels"":6044,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[5,9,93,66],""label_band_proxy_bbox"":[4,66,96,93]}","{""bbox"":[9,10,91,87],""size"":[82,77],""center"":[50.0,48.5],""pixels"":4629,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[14,10,87,66],""label_band_proxy_bbox"":[9,66,91,87]}",0.891304,0.916667,"[0.0,-2.5]",0.108696,True,"[88,57]","[73,56]",0.829545,0.982456,0.170455,True,"[92,27]","[82,21]",0.891304,0.777778,0.222222,True
base_low,base,low,1,base_detail,32,faction_info,勢力情報,세력정보,3,212,"{""bbox"":[4,9,96,93],""size"":[92,84],""center"":[50.0,51.0],""pixels"":6046,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[5,9,93,66],""label_band_proxy_bbox"":[4,66,96,93]}","{""bbox"":[9,10,91,87],""size"":[82,77],""center"":[50.0,48.5],""pixels"":4600,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[14,10,86,66],""label_band_proxy_bbox"":[9,66,91,87]}",0.891304,0.916667,"[0.0,-2.5]",0.108696,True,"[88,57]","[72,56]",0.818182,0.982456,0.181818,True,"[92,27]","[82,21]",0.891304,0.777778,0.222222,True
base_low,base,low,1,base_detail,32,faction_info,勢力情報,세력정보,4,213,"{""bbox"":[4,9,96,93],""size"":[92,84],""center"":[50.0,51.0],""pixels"":6046,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[5,9,93,66],""label_band_proxy_bbox"":[4,66,96,93]}","{""bbox"":[10,10,90,88],""size"":[80,78],""center"":[50.0,49.0],""pixels"":4619,""component_count"":3,""label_band_start_y"":66,""body_band_proxy_bbox"":[14,10,86,66],""label_band_proxy_bbox"":[10,66,90,88]}",0.869565,0.928571,"[0.0,-2.0]",0.130435,True,"[88,57]","[72,56]",0.818182,0.982456,0.181818,True,"[92,27]","[80,22]",0.869565,0.814815,0.185185,True
base_low,base,low,1,base_detail,32,faction_info,勢力情報,세력정보,5,214,"{""bbox"":[4,9,96,93],""size"":[92,84],""center"":[50.0,51.0],""pixels"":6044,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[5,9,93,66],""label_band_proxy_bbox"":[4,66,96,93]}","{""bbox"":[9,10,91,88],""size"":[82,78],""center"":[50.0,49.0],""pixels"":4623,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[14,10,86,66],""label_band_proxy_bbox"":[9,66,91,88]}",0.891304,0.928571,"[0.0,-2.0]",0.108696,True,"[88,57]","[72,56]",0.818182,0.982456,0.181818,True,"[92,27]","[82,22]",0.891304,0.814815,0.185185,True
base_low,base,low,1,base_detail,32,faction_info,勢力情報,세력정보,6,215,"{""bbox"":[4,9,96,93],""size"":[92,84],""center"":[50.0,51.0],""pixels"":6046,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[5,9,93,66],""label_band_proxy_bbox"":[4,66,96,93]}","{""bbox"":[10,10,90,88],""size"":[80,78],""center"":[50.0,49.0],""pixels"":4591,""component_count"":3,""label_band_start_y"":66,""body_band_proxy_bbox"":[14,10,87,66],""label_band_proxy_bbox"":[10,66,90,88]}",0.869565,0.928571,"[0.0,-2.0]",0.130435,True,"[88,57]","[73,56]",0.829545,0.982456,0.170455,True,"[92,27]","[80,22]",0.869565,0.814815,0.185185,True
base_low,base,low,1,base_detail,33,information,情報,정보,1,216,"{""bbox"":[9,9,91,93],""size"":[82,84],""center"":[50.0,51.0],""pixels"":5441,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[9,9,91,66],""label_band_proxy_bbox"":[11,66,90,93]}","{""bbox"":[13,10,87,87],""size"":[74,77],""center"":[50.0,48.5],""pixels"":4229,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[13,10,87,66],""label_band_proxy_bbox"":[19,66,85,87]}",0.902439,0.916667,"[0.0,-2.5]",0.097561,True,"[82,57]","[74,56]",0.902439,0.982456,0.097561,True,"[79,27]","[66,21]",0.835443,0.777778,0.222222,True
base_low,base,low,1,base_detail,33,information,情報,정보,2,217,"{""bbox"":[9,9,91,93],""size"":[82,84],""center"":[50.0,51.0],""pixels"":5441,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[9,9,91,66],""label_band_proxy_bbox"":[11,66,90,93]}","{""bbox"":[13,10,86,87],""size"":[73,77],""center"":[49.5,48.5],""pixels"":4209,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[13,10,86,66],""label_band_proxy_bbox"":[21,66,86,87]}",0.890244,0.916667,"[-0.5,-2.5]",0.109756,True,"[82,57]","[73,56]",0.890244,0.982456,0.109756,True,"[79,27]","[65,21]",0.822785,0.777778,0.222222,True
base_low,base,low,1,base_detail,33,information,情報,정보,3,218,"{""bbox"":[9,9,91,93],""size"":[82,84],""center"":[50.0,51.0],""pixels"":5444,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[9,9,91,66],""label_band_proxy_bbox"":[11,66,90,93]}","{""bbox"":[13,10,87,87],""size"":[74,77],""center"":[50.0,48.5],""pixels"":4256,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[13,10,87,66],""label_band_proxy_bbox"":[20,66,86,87]}",0.902439,0.916667,"[0.0,-2.5]",0.097561,True,"[82,57]","[74,56]",0.902439,0.982456,0.097561,True,"[79,27]","[66,21]",0.835443,0.777778,0.222222,True
base_low,base,low,1,base_detail,33,information,情報,정보,4,219,"{""bbox"":[9,9,91,93],""size"":[82,84],""center"":[50.0,51.0],""pixels"":5444,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[9,9,91,66],""label_band_proxy_bbox"":[11,66,90,93]}","{""bbox"":[14,10,87,87],""size"":[73,77],""center"":[50.5,48.5],""pixels"":4130,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[14,10,87,66],""label_band_proxy_bbox"":[21,66,84,87]}",0.890244,0.916667,"[0.5,-2.5]",0.109756,True,"[82,57]","[73,56]",0.890244,0.982456,0.109756,True,"[79,27]","[63,21]",0.797468,0.777778,0.222222,True
base_low,base,low,1,base_detail,33,information,情報,정보,5,220,"{""bbox"":[9,9,91,93],""size"":[82,84],""center"":[50.0,51.0],""pixels"":5441,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[9,9,91,66],""label_band_proxy_bbox"":[11,66,90,93]}","{""bbox"":[13,10,85,87],""size"":[72,77],""center"":[49.0,48.5],""pixels"":4211,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[13,10,85,66],""label_band_proxy_bbox"":[20,66,85,87]}",0.878049,0.916667,"[-1.0,-2.5]",0.121951,True,"[82,57]","[72,56]",0.878049,0.982456,0.121951,True,"[79,27]","[65,21]",0.822785,0.777778,0.222222,True
base_low,base,low,1,base_detail,33,information,情報,정보,6,221,"{""bbox"":[9,9,91,93],""size"":[82,84],""center"":[50.0,51.0],""pixels"":5444,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[9,9,91,66],""label_band_proxy_bbox"":[11,66,90,93]}","{""bbox"":[14,10,86,86],""size"":[72,76],""center"":[50.0,48.0],""pixels"":4085,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[14,10,86,66],""label_band_proxy_bbox"":[20,66,85,86]}",0.878049,0.904762,"[0.0,-3.0]",0.121951,True,"[82,57]","[72,56]",0.878049,0.982456,0.121951,True,"[79,27]","[65,20]",0.822785,0.740741,0.259259,True
base_low,base,low,1,base_detail,34,appointment,任命,임명,1,222,"{""bbox"":[9,9,91,93],""size"":[82,84],""center"":[50.0,51.0],""pixels"":5385,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[9,9,91,66],""label_band_proxy_bbox"":[11,66,89,93]}","{""bbox"":[13,10,87,87],""size"":[74,77],""center"":[50.0,48.5],""pixels"":4128,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[13,10,87,66],""label_band_proxy_bbox"":[21,66,83,87]}",0.902439,0.916667,"[0.0,-2.5]",0.097561,True,"[82,57]","[74,56]",0.902439,0.982456,0.097561,True,"[78,27]","[62,21]",0.794872,0.777778,0.222222,True
base_low,base,low,1,base_detail,34,appointment,任命,임명,2,223,"{""bbox"":[9,9,91,93],""size"":[82,84],""center"":[50.0,51.0],""pixels"":5385,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[9,9,91,66],""label_band_proxy_bbox"":[11,66,89,93]}","{""bbox"":[13,10,87,87],""size"":[74,77],""center"":[50.0,48.5],""pixels"":4186,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[13,10,87,66],""label_band_proxy_bbox"":[20,66,84,87]}",0.902439,0.916667,"[0.0,-2.5]",0.097561,True,"[82,57]","[74,56]",0.902439,0.982456,0.097561,True,"[78,27]","[64,21]",0.820513,0.777778,0.222222,True
base_low,base,low,1,base_detail,34,appointment,任命,임명,3,224,"{""bbox"":[9,9,91,93],""size"":[82,84],""center"":[50.0,51.0],""pixels"":5387,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[9,9,91,66],""label_band_proxy_bbox"":[11,66,89,93]}","{""bbox"":[13,10,87,87],""size"":[74,77],""center"":[50.0,48.5],""pixels"":4226,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[13,10,87,66],""label_band_proxy_bbox"":[20,66,84,87]}",0.902439,0.916667,"[0.0,-2.5]",0.097561,True,"[82,57]","[74,56]",0.902439,0.982456,0.097561,True,"[78,27]","[64,21]",0.820513,0.777778,0.222222,True
base_low,base,low,1,base_detail,34,appointment,任命,임명,4,225,"{""bbox"":[9,9,91,93],""size"":[82,84],""center"":[50.0,51.0],""pixels"":5387,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[9,9,91,66],""label_band_proxy_bbox"":[11,66,89,93]}","{""bbox"":[14,10,87,87],""size"":[73,77],""center"":[50.5,48.5],""pixels"":4140,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[14,10,87,66],""label_band_proxy_bbox"":[21,66,83,87]}",0.890244,0.916667,"[0.5,-2.5]",0.109756,True,"[82,57]","[73,56]",0.890244,0.982456,0.109756,True,"[78,27]","[62,21]",0.794872,0.777778,0.222222,True
base_low,base,low,1,base_detail,34,appointment,任命,임명,5,226,"{""bbox"":[9,9,91,93],""size"":[82,84],""center"":[50.0,51.0],""pixels"":5385,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[9,9,91,66],""label_band_proxy_bbox"":[11,66,89,93]}","{""bbox"":[13,10,86,87],""size"":[73,77],""center"":[49.5,48.5],""pixels"":4173,""component_count"":2,""label_band_start_y"":66,""body_band_proxy_bbox"":[13,10,86,66],""label_band_proxy_bbox"":[20,66,84,87]}",0.890244,0.916667,"[-0.5,-2.5]",0.109756,True,"[82,57]","[73,56]",0.890244,0.982456,0.109756,True,"[78,27]","[64,21]",0.820513,0.777778,0.222222,True
base_low,base,low,1,base_detail,34,appointment,任命,임명,6,227,"{""bbox"":[9,9,91,93],""size"":[82,84],""center"":[50.0,51.0],""pixels"":5387,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[9,9,91,66],""label_band_proxy_bbox"":[11,66,89,93]}","{""bbox"":[14,10,87,87],""size"":[73,77],""center"":[50.5,48.5],""pixels"":4122,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[14,10,87,66],""label_band_proxy_bbox"":[20,66,83,87]}",0.890244,0.916667,"[0.5,-2.5]",0.109756,True,"[82,57]","[73,56]",0.890244,0.982456,0.109756,True,"[78,27]","[63,21]",0.807692,0.777778,0.222222,True
base_low,base,low,1,base_detail,35,military,軍事,군사,1,228,"{""bbox"":[9,9,91,93],""size"":[82,84],""center"":[50.0,51.0],""pixels"":5397,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[9,9,91,66],""label_band_proxy_bbox"":[11,66,90,93]}","{""bbox"":[13,10,86,85],""size"":[73,75],""center"":[49.5,47.5],""pixels"":4095,""component_count"":1,""label_band_start_y"":66,""body_band_proxy_bbox"":[13,10,86,66],""label_band_proxy_bbox"":[20,66,85,85]}",0.890244,0.892857,"[-0.5,-3.5]",0.109756,True,"[82,57]","[73,56]",0.890244,0.982456,0.109756,True,"[79,27]","[65,19]",0.822785,0.703704,0.296296,True
